timestamp,flow_rate_m3hr
2026-01-01 00:00:36,0.0
2026-01-01 00:00:38,0.0
2026-01-01 00:03:35,0.0
2026-01-01 00:08:57,0.0
2026-01-01 00:09:41,0.0
2026-01-01 00:10:19,0.0
2026-01-01 00:10:27,0.0
2026-01-01 00:10:48,0.0
2026-01-01 00:11:14,0.0
2026-01-01 00:11:22,0.0
2026-01-01 00:11:28,0.0
2026-01-01 00:12:29,0.0
2026-01-01 00:14:18,0.0
2026-01-01 00:14:26,0.0
2026-01-01 00:14:44,0.0
2026-01-01 00:15:01,0.0
2026-01-01 00:15:08,0.0
2026-01-01 00:16:09,0.0
2026-01-01 00:17:25,0.0
2026-01-01 00:17:32,0.0
2026-01-01 00:18:27,0.0
2026-01-01 00:19:27,0.0
2026-01-01 00:19:46,0.0
2026-01-01 00:21:15,0.0
2026-01-01 00:22:47,0.0
2026-01-01 00:23:26,0.0
2026-01-01 00:24:27,0.0
2026-01-01 00:27:28,0.0
2026-01-01 00:28:43,0.0
2026-01-01 00:29:00,0.0
2026-01-01 00:29:46,0.0
2026-01-01 00:30:36,0.0
2026-01-01 00:31:33,0.0
2026-01-01 00:32:21,0.0
2026-01-01 00:33:01,0.0
2026-01-01 00:33:11,0.0
2026-01-01 00:33:42,0.0
2026-01-01 00:34:11,0.0
2026-01-01 00:35:01,0.0
2026-01-01 00:35:34,0.0
2026-01-01 00:35:44,0.0
2026-01-01 00:35:54,0.0
2026-01-01 00:35:59,0.0
2026-01-01 00:36:11,0.0
2026-01-01 00:36:21,0.0
2026-01-01 00:36:32,0.0
2026-01-01 00:36:49,0.0
2026-01-01 00:36:56,0.0
2026-01-01 00:37:01,0.0
2026-01-01 00:37:09,0.0
2026-01-01 00:37:18,0.0
2026-01-01 00:37:25,0.0
2026-01-01 00:37:56,0.0
2026-01-01 00:38:44,0.0
2026-01-01 00:38:54,0.0
2026-01-01 00:39:51,0.0
2026-01-01 00:39:55,0.0
2026-01-01 00:40:27,0.0
2026-01-01 00:43:56,0.0
2026-01-01 00:44:02,0.0
2026-01-01 00:46:56,0.0
2026-01-01 00:49:56,0.0
2026-01-01 00:52:58,0.0
2026-01-01 00:55:58,0.0
2026-01-01 00:59:00,0.0
2026-01-01 01:02:01,0.0
2026-01-01 01:07:56,0.0
2026-01-01 01:10:56,0.0
2026-01-01 01:13:58,0.0
2026-01-01 01:16:58,0.0
2026-01-01 01:19:58,0.0
2026-01-01 01:23:00,0.0
2026-01-01 01:26:01,0.0
2026-01-01 01:29:01,0.0
2026-01-01 01:34:56,0.0
2026-01-01 01:37:56,0.0
2026-01-01 01:40:58,0.0
2026-01-01 01:43:58,0.0
2026-01-01 01:46:58,0.0
2026-01-01 01:49:58,0.0
2026-01-01 01:52:58,0.0
2026-01-01 01:55:58,0.0
2026-01-01 01:58:58,0.0
2026-01-01 02:01:58,0.0
2026-01-01 02:04:58,0.0
2026-01-01 02:07:58,0.0
2026-01-01 02:10:58,0.0
2026-01-01 02:13:58,0.0
2026-01-01 02:20:27,0.0
2026-01-01 02:23:27,0.0
2026-01-01 02:26:28,0.0
2026-01-01 02:29:28,0.0
2026-01-01 02:32:28,0.0
2026-01-01 02:35:28,0.0
2026-01-01 02:38:28,0.0
2026-01-01 02:41:28,0.0
2026-01-01 02:44:28,0.0
2026-01-01 02:47:28,0.0
2026-01-01 02:50:28,0.0
2026-01-01 02:53:28,0.0
2026-01-01 02:56:28,0.0
2026-01-01 02:59:28,0.0
2026-01-01 03:02:28,0.0
2026-01-01 03:05:28,0.0
2026-01-01 03:08:28,0.0
2026-01-01 03:11:28,0.0
2026-01-01 03:14:28,0.0
2026-01-01 03:17:28,0.0
2026-01-01 03:20:28,0.0
2026-01-01 03:23:28,0.0
2026-01-01 03:26:28,0.0
2026-01-01 03:29:28,0.0
2026-01-01 03:32:28,0.0
2026-01-01 03:35:28,0.0
2026-01-01 03:38:28,0.0
2026-01-01 03:41:28,0.0
2026-01-01 03:44:28,0.0
2026-01-01 03:47:28,0.0
2026-01-01 03:50:28,0.0
2026-01-01 03:53:28,0.0
2026-01-01 03:56:28,0.0
2026-01-01 03:59:28,0.0
2026-01-01 04:02:28,0.0
2026-01-01 04:05:28,0.0
2026-01-01 04:08:28,0.0
2026-01-01 04:11:28,0.0
2026-01-01 04:14:28,0.0
2026-01-01 04:17:28,0.0
2026-01-01 04:20:28,0.0
2026-01-01 04:23:28,0.0
2026-01-01 04:26:28,0.0
2026-01-01 04:29:28,0.0
2026-01-01 04:32:28,0.0
2026-01-01 04:35:28,0.0
2026-01-01 04:38:28,0.0
2026-01-01 04:41:28,0.0
2026-01-01 04:44:28,0.0
2026-01-01 04:47:28,0.0
2026-01-01 04:50:28,0.0
2026-01-01 04:53:28,0.0
2026-01-01 04:56:28,0.0
2026-01-01 04:59:28,0.0
2026-01-01 05:02:28,0.0
2026-01-01 05:05:28,0.0
2026-01-01 05:08:28,0.0
2026-01-01 05:11:28,0.0
2026-01-01 05:14:28,0.0
2026-01-01 05:17:28,0.0
2026-01-01 05:20:28,0.0
2026-01-01 05:23:28,0.0
2026-01-01 05:26:28,0.0
2026-01-01 05:29:28,0.0
2026-01-01 05:32:28,0.0
2026-01-01 05:35:28,0.0
2026-01-01 05:38:28,0.0
2026-01-01 05:41:28,0.0
2026-01-01 05:44:28,0.0
2026-01-01 05:47:28,0.0
2026-01-01 05:50:28,0.0
2026-01-01 05:53:28,0.0
2026-01-01 05:56:28,0.0
2026-01-01 05:59:28,0.0
2026-01-01 06:02:28,0.0
2026-01-01 06:05:28,0.0
2026-01-01 06:08:28,0.0
2026-01-01 06:11:28,0.0
2026-01-01 06:14:28,0.0
2026-01-01 06:17:28,0.0
2026-01-01 06:20:28,0.0
2026-01-01 06:23:28,0.0
2026-01-01 06:26:28,0.0
2026-01-01 06:29:28,0.0
2026-01-01 06:32:28,0.0
2026-01-01 06:35:28,0.0
2026-01-01 06:38:28,0.0
2026-01-01 06:41:28,0.0
2026-01-01 06:44:28,0.0
2026-01-01 06:47:28,0.0
2026-01-01 06:50:28,0.0
2026-01-01 06:53:28,0.0
2026-01-01 06:56:28,0.0
2026-01-01 06:59:28,0.0
2026-01-01 07:02:28,0.0
2026-01-01 07:05:28,0.0
2026-01-01 07:08:28,0.0
2026-01-01 07:11:28,0.0
2026-01-01 07:14:28,0.0
2026-01-01 07:17:28,0.0
2026-01-01 07:20:28,0.0
2026-01-01 07:23:28,0.0
2026-01-01 07:26:28,0.0
2026-01-01 07:29:28,0.0
2026-01-01 07:32:28,0.0
2026-01-01 07:35:28,0.0
2026-01-01 07:38:28,0.0
2026-01-01 07:41:28,0.0
2026-01-01 07:44:28,0.0
2026-01-01 07:47:28,0.0
2026-01-01 07:50:28,0.0
2026-01-01 07:53:28,0.0
2026-01-01 07:56:28,0.0
2026-01-01 07:59:28,0.0
2026-01-01 08:02:28,0.0
2026-01-01 08:05:28,0.0
2026-01-01 08:08:28,0.0
2026-01-01 08:11:28,0.0
2026-01-01 08:14:28,0.0
2026-01-01 08:17:28,45.36318518221378
2026-01-01 08:20:27,53.598589450120926
2026-01-01 08:23:27,52.70138047635555
2026-01-01 08:26:27,53.63007187843323
2026-01-01 08:29:27,54.03617508709431
2026-01-01 08:32:28,53.6584060639143
2026-01-01 08:35:27,53.9480309933424
2026-01-01 08:38:28,54.05821278691292
2026-01-01 08:41:28,54.152656719088554
2026-01-01 08:44:28,55.63855357468128
2026-01-01 08:47:27,54.700424149632454
2026-01-01 08:50:27,55.90299256145954
2026-01-01 08:53:27,54.46116775274277
2026-01-01 08:56:28,53.9165485650301
2026-01-01 08:59:27,54.74134795367718
2026-01-01 09:02:27,53.9448793977499
2026-01-01 09:05:28,54.21876646578312
2026-01-01 09:08:27,54.62801456451416
2026-01-01 09:11:28,53.96376885473728
2026-01-01 09:14:28,5.18884607590735
2026-01-01 09:17:28,22.366387769579887
2026-01-01 09:20:28,28.250165283679962
2026-01-01 09:23:27,22.69378826022148
2026-01-01 09:26:28,23.14711343497038
2026-01-01 09:29:28,25.284668058156967
2026-01-01 09:32:28,25.989839248359203
2026-01-01 09:35:27,25.775770470499992
2026-01-01 09:38:28,25.429480522871017
2026-01-01 09:41:27,25.64354930073023
2026-01-01 09:44:27,24.995043128728867
2026-01-01 09:47:27,25.08633714169264
2026-01-01 09:50:28,25.38540679961443
2026-01-01 09:53:27,25.930024310946465
2026-01-01 09:56:28,26.30150020122528
2026-01-01 09:59:27,26.033911295235157
2026-01-01 10:02:28,25.977246277034283
2026-01-01 10:05:28,26.29520371556282
2026-01-01 10:08:28,26.395942457020283
2026-01-01 10:11:28,25.89854523539543
2026-01-01 10:14:28,25.747437961399555
2026-01-01 10:17:27,25.61836503446102
2026-01-01 10:20:27,25.347627885639668
2026-01-01 10:23:27,25.719105452299118
2026-01-01 10:26:28,25.338183157145977
2026-01-01 10:29:28,23.42729363590479
2026-01-01 10:32:27,14.858192391693592
2026-01-01 10:35:28,7.535734958946705
2026-01-01 10:38:27,7.33110923320055
2026-01-01 10:41:28,6.122241821140051
2026-01-01 10:44:28,3.8556163664907217
2026-01-01 10:47:28,4.189314180985093
2026-01-01 10:50:28,4.768563201650977
2026-01-01 10:53:28,0.0
2026-01-01 10:56:28,0.0
2026-01-01 10:59:28,0.0
2026-01-01 11:02:28,0.0
2026-01-01 11:05:28,0.0
2026-01-01 11:08:28,0.0
2026-01-01 11:11:28,0.0
2026-01-01 11:14:28,0.0
2026-01-01 11:17:28,0.0
2026-01-01 11:20:28,0.0
2026-01-01 11:23:28,0.0
2026-01-01 11:26:28,0.0
2026-01-01 11:29:28,0.0
2026-01-01 11:32:28,0.0
2026-01-01 11:35:28,0.0
2026-01-01 11:38:28,0.0
2026-01-01 11:41:28,0.0
2026-01-01 11:44:28,0.0
2026-01-01 11:47:28,0.0
2026-01-01 11:50:28,0.0
2026-01-01 11:53:28,0.0
2026-01-01 11:56:28,0.0
2026-01-01 11:59:28,0.0
2026-01-01 12:02:28,0.0
2026-01-01 12:05:28,0.0
2026-01-01 12:08:28,0.0
2026-01-01 12:11:28,0.0
2026-01-01 12:14:28,0.0
2026-01-01 12:17:28,0.0
2026-01-01 12:20:28,0.0
2026-01-01 12:23:28,0.0
2026-01-01 12:26:28,0.0
2026-01-01 12:29:28,0.0
2026-01-01 12:32:28,0.0
2026-01-01 12:35:28,0.0
2026-01-01 12:38:28,0.0
2026-01-01 12:41:28,0.0
2026-01-01 12:44:28,0.0
2026-01-01 12:47:28,0.0
2026-01-01 12:50:28,0.0
2026-01-01 12:53:28,0.0
2026-01-01 12:56:28,0.0
2026-01-01 12:59:28,0.0
2026-01-01 13:02:28,0.0
2026-01-01 13:05:28,0.0
2026-01-01 13:08:28,0.0
2026-01-01 13:11:28,0.0
2026-01-01 13:14:28,0.0
2026-01-01 13:17:28,0.0
2026-01-01 13:20:28,0.0
2026-01-01 13:23:28,0.0
2026-01-01 13:26:28,0.0
2026-01-01 13:29:28,0.0
2026-01-01 13:32:28,0.0
2026-01-01 13:35:28,0.0
2026-01-01 13:38:28,0.0
2026-01-01 13:41:28,0.0
2026-01-01 13:44:28,0.0
2026-01-01 13:47:28,0.0
2026-01-01 13:50:28,0.0
2026-01-01 13:53:28,0.0
2026-01-01 13:56:28,0.0
2026-01-01 13:59:28,0.0
2026-01-01 14:02:28,0.0
2026-01-01 14:05:28,0.0
2026-01-01 14:08:28,0.0
2026-01-01 14:11:29,0.0
2026-01-01 14:14:28,0.0
2026-01-01 14:17:28,0.0
2026-01-01 14:20:28,0.0
2026-01-01 14:23:28,0.0
2026-01-01 14:26:28,0.0
2026-01-01 14:29:28,0.0
2026-01-01 14:32:28,0.0
2026-01-01 14:35:28,0.0
2026-01-01 14:38:28,0.0
2026-01-01 14:41:28,0.0
